FARMA SALUD                   ;;;;Informe Emitido por:;;;;;;;
SOC.FARMA CRUCES SALDAÑO                ;;;;  6 NICOLAS              Supervisor;;;;;;;
FARMACIA Rut:76.383.674-6;;;;Fecha 06-09-2026 Hrs. 15:41:40;;;;;;;
COLON 222                          ;;;;;;;;;;;
442888351;;;;;;;;;;;
Maestro de productos ;;;;;;;;;;;
LAB;GRUPO;CODIGO;CODBARRA;DETALLE;COSTO;MARGEN;PRECIO;PCADENA;POFERTA;STOCK;DESCUENTO
LEVER;DESODORANTES CORPORALES;165559;78924468;DOVE ROLL-ON WOM ORIGINAL;1414;35.75;2290;0;0;1;Si
LEVER;;165392;7891150064881;DOVE SH FUERZA VITAL 400 ML;1672;25.15;2490;0;0;0;Si
LEVER;;165488;7891150084124;DOVE SH HIDRALISO 400 ML;1504;39.12;2490;0;0;0;Si
LEVER;BALSAMO/ACOND.CAPILAR;165560;851453;DOVE SH OLEO NUTRICION 400 ML;1692;25.86;2490;0;0;0;Si
LEVER;;165402;7791293038773;DOVE SH REGENERACION EXTREMA 400 ML;1847;13.29;2490;0;0;0;Si
LEVER;;165418;7891150062801;DOVE SH RITUAL DETOX 400 ML;1336;44.04;2290;0;0;0;Si
LEVER;;165396;7791293036458;DOVE SPRAY AP INVISIBLE CARE 150 ML;1470;25.19;2190;0;0;0;Si
LEVER;;165393;8710908501708;DOVE SPRAY MUJER COTTON SOFT;1336;37.75;2190;0;0;0;Si
LEVER;;165391;8711600786226;DOVE SPRAY MUJER GRANADA Y LIMON;1336;37.75;2190;0;0;0;Si
LEVER;CREMA DE BELLEZA;165561;500009;DOVE.CR.CORP.200MLX2+BILL;3190;26.18;4790;0;0;0;Si
LEVER;;165562;26114;DOVE.JAB.LIQ.EXF250+JAB90;2990;26.19;4490;0;0;0;Si
LEVER;;165534;7804603541068;EMUGLOSS POMADA 75 GR;1441;27.71;2190;0;0;0;Si
LEVER;;165535;7804603540696;EMUGLOSS POMADA X 35 GR;1090;27.21;1650;0;0;0;Si
LEVER;;165444;7804603542232;EMUMED WIPES PREMIUN AD.50UN;1350;36.32;2190;0;0;0;Si
LEVER;;165507;7702560040405;FLUOCARDENT CEP. DENTAL MASTER X PERIE.X 2;2531;52.4;4590;0;0;0;Si
LEVER;;165506;7702560036286;FLUOCARDENT CEPILLO DENTAL BLANCURA MAX. X 2;1271;51.41;2290;0;0;0;Si
LEVER;;165505;7702560030888;FLUOCARDENT CEPILLO DENTAL LIMP.MAX X 2;1186;55.17;2190;0;0;0;Si
LEVER;;165508;7702560042133;FLUOCARDENT CEPILLO KIDS;471;76.63;990;0;0;0;Si
LEVER;;165514;7702560044717;FLUOCARDENT PASTA DENTAL KIDS 50GR+ CEPILLO;1204;38.89;1990;0;0;0;Si
LEVER;;165512;7702560040993;FLUOCARDENT PASTA DENTAL SENSITIVE 102GR;2237;34.86;3590;0;0;0;Si
LEVER;;165509;7702560041761;FLUOCARDENT PASTA DENTAL TRIPLE ACC. MAX75ML;667;0.79;800;0;0;0;Si
LEVER;;165510;7702560041785;FLUOCARDENT PASTA DENTAL TRIPLE ACC.MAX 150ML;1156;8.31;1490;0;0;0;Si
LEVER;;165513;7702560042379;FLUOCARDENT PASTA KIDS C/FLUOR 50GR;693;33.39;1100;0;0;0;Si
LEVER;;165511;7702560041815;FLUOCARDENT PASTA TRIPLE ACC.MAX.3 X 70GR;1942;1.69;2350;0;0;0;Si
LEVER;;165503;7702560038488;FLUOCARDENT SEDA DENTAL LIM.MAX.60MTS;1681;49.47;2990;0;0;0;Si
LEVER;;165504;7702560041709;FLUOCARDENT SEDA DENTALPREV.CARIES 100MTS;2783;50.67;4990;0;0;0;Si
LEVER;;165477;7791293035734;IMPULSE 150 ML MUSK;1218;33;1990;0;0;0;Si
LEVER;;165475;7791293035727;IMPULSE 150 ML TRUE LOVE;1336;25.17;1990;0;0;0;Si
LEVER;;165476;7791293039640;IMPULSE 150 ML VERY PINK;1336;25.17;1990;0;0;0;Si
LEVER;;165373;7506306208292;IST.IVES CR.400ML COLAGENO Y ELASTINA;3352;25.1;4990;0;0;0;Si
LEVER;JABONES ADULTOS;165016;7791293020112;L.E SANCY .JAB.AC.LMENDR.90X3;1600;25.53;2390;0;0;0;Si
LEVER;;165389;7805000315153;L.E SANCY .JABLIQ A/BAC.LIM/750;1245;27.57;1890;0;0;0;Si
LEVER;;165501;7791293036540;LE SANCY JBN 150 GR MANZANILLA Y MIEL;605;37.74;990;0;0;0;Si
LEVER;;165502;779129303;LE SANCY JBN 150 GR VERBENA KARITE;811;33.67;1290;0;0;3;Si
LEVER;;165460;7805000315115;LE SANCY JBN 750 ML ACEITE DE ALMENDRAS;1336;25.17;1990;3290;0;0;Si
LEVER;;165459;7805000315122;LE SANCY JBN 750 ML FRUTOS ROJOS YOGURT;1252;34.53;1990;3290;0;0;Si
LEVER;;165458;7805000315160;LE SANCY JBN 750 ML MANZANA MIEL;800;35.5;1290;3290;0;0;Si
LEVER;;165479;7805000315177;LE SANCY JBN 750 ML PEPINO ALOE;1336.13;25.16;1990;3290;0;0;Si
LEVER;;165456;8999999527709;LUX JBN  80 GR;273;23.13;400;0;0;0;Si
LEVER;ENJUAGUES BUCALES;165020;7805000173661;PEPSODENT .ENJ.B UCALCOMP.ORIG300;790;37.22;1290;0;0;0;Si
LEVER;;165430;8714100471531;PEPSODENT CEP. CARBON CORRECT X2;1084;54.27;1990;3790;0;0;Si
LEVER;;165385;7805000100513;PEPSODENT CEP.DENTAL SPLOTCH 7-13 AÑOS;832;80.79;1790;0;0;0;Si
LEVER;;165536;7805000181390;PEPSODENT CEPI TRIPLE PROTECCION MEDIO X 4;1691;48.6;2990;0;0;0;Si
LEVER;;165478;7805000311353;PEPSODENT PACK PASTA D 3X2  UN 130 GR ANTICARIES;2260;29.77;3490;5990;0;1;Si
LEVER;;165489;7805000180904;PEPSODENT PACK PASTA D130 G X3. WHITENING;2325;36.98;3790;5790;0;3;Si
LEVER;;165361;8710908823459;PEPSODENT PACKS 2 PASTA D 128 G INTEGRAL WHITE;916;36.69;1490;0;0;0;Si
LEVER;;165379;7805000311322;PEPSODENT PASTA ANTI-CARIES 90 GR;412;40.74;690;0;0;0;Si
LEVER;;165494;8720181156267;PEPSODENT PASTA INTEGRAL18 DIENTES SENSIBLES 75ML;599;103.26;1490;0;0;3;Si
LEVER;;165493;8720181156250;PEPSODENT PASTA INTEGRAL18 LIMPIEZA PROF.75ML;579;103.59;1490;0;0;5;Si
LEVER;;165492;8720181156243;PEPSODENT PASTA INTEGRAL18 SALUD COMPLETA 75GR;748;33.69;1190;0;0;0;Si
LEVER;;165425;7805000317096;PEPSODENT PASTA PACK 3 75 GE TRIPLE ANTIBACTERIAL;1588;5.31;1990;2390;0;0;Si
LEVER;;165474;6902088603828;PEPSODENT PASTA TRIPLE  90 GR;558;49.09;990;0;0;0;Si
LEVER;PASTA DENTALES;165537;7805000172497;PEPSODENT PASTA TRIPLE 3X2 90GR;1870;20.88;2690;0;0;0;Si
LEVER;;165564;7891150090231;PEPSODENT PASTA TRIPLE+ 90 GR;664;33.2;990;0;0;0;Si
LEVER;;165403;7805000180898;PEPSODENT PASTA XTRAWHITE.90GRX3;1974;27.87;2990;0;0;0;Si
LEVER;;165369;8710447366974;PEPSODENT.CEP.ANTIPLACA 2X1;851;37.26;1390;0;0;0;Si
LEVER;DESODORANTES CORPORALES;165538;75038687;REXONA BARRA HOMBRE EXT COOL;1672;30.17;2590;0;0;4;Si
LEVER;DESODORANTES CORPORALES;165360;75024956;REXONA BARRA HOMBRE TUNING;1712;29.96;2590;0;0;0;Si
LEVER;;165390;75069216;REXONA BARRA MUJER SPORT;1218;57.99;2290;0;0;0;Si
LEVER;;165461;79400052919;REXONA CLINICAL BARRA HOMBRE  AZUL;2805;46.19;4990;6990;0;2;Si
LEVER;;165480;79400052926;REXONA CLINICAL BARRA MUJER   ROSADO;3102;35.18;4990;6990;0;0;Si
LEVER;;165445;7791293037813;REXONA CLINICAL SPRAY  MUJER CLASICO;1920;26.49;2890;3990;0;0;Si
LEVER;;165446;7791293037844;REXONA CLINICAL SPRAY HOMBRE;1920;26.49;2890;3990;0;0;Si
LEVER;;165447;7791293040103;REXONA CLINICAL SPRAY HOMBRE SPORT;1697;33.15;2890;3990;0;0;Si
LEVER;;165355;7791293037158;REXONA CLINICAL SPRAY MUJER CLASICO;1975;112.32;4990;0;0;0;Si
LEVER;;165448;7791293040110;REXONA CLINICAL SPRAY MUJER EXTRA DRY;1920;26.49;2890;3990;0;0;Si
LEVER;;165563;7791293049533;REXONA DEO SPRAY MUJER COTTON DRY;1479;30.11;2290;0;0;1;Si
LEVER;;165473;7791293043944;REXONA DES SPRAY EXT/LARG.V8 250ML;1588;58.22;2990;0;0;0;Si
LEVER;;165523;7791293044491;REXONA EFFICIENT 200 GR;1588;37.06;2590;0;0;2;Si
LEVER;;165029;7805000317997;REXONA MIX 2 DES.SP+BOLSO;3857;26.15;5790;0;0;0;Si
LEVER;;165368;7791293032436;REXONA SPRAY  MUJER  POWDER;1336;43.18;2290;0;0;0;Si
LEVER;;165566;7791293049502;REXONA SPRAY HOMBRE  150ML;1672;30.17;2590;0;0;3;Si
LEVER;;165465;7791293046358;REXONA SPRAY HOMBRE  U DE CHILE;1330;41.19;2290;0;0;0;Si
LEVER;;165466;7791293046341;REXONA SPRAY HOMBRE COLO COLO;1302;41.39;2290;0;0;0;Si
LEVER;;165525;7791293045580;REXONA SPRAY HOMBRE EXTRA LARGE V8;2092;36.73;3290;0;0;0;Si
LEVER;;165541;102875;REXONA SPRAY HOMBRE FOOTBALL;1420;48.87;2590;0;0;0;Si
LEVER;;165495;7791293045115;REXONA SPRAY HOMBRE INVIBLE;1588;34.89;2590;0;0;0;Si
LEVER;DESODORANTES CORPORALES;165542;7791293022536;REXONA SPRAY HOMBRE SENSITIVE;1504;27.95;2290;0;0;0;Si
LEVER;;165434;7791293038223;REXONA SPRAY HOMBRE SPORT;1504;27.95;2290;4290;0;0;Si
LEVER;;165363;7791293037790;REXONA SPRAY HOMBRE STAY FRESH;1504;26.94;2290;0;0;0;Si
LEVER;DESODORANTES CORPORALES;165544;7791293004310;REXONA SPRAY MUJER  ACTIVE  EMOTION;1604;40.93;2690;0;0;0;Si
LEVER;;165467;7791293045153;REXONA SPRAY MUJER  ACTIVE EMOTION;1420;34.76;2290;0;0;0;Si
LEVER;;165472;7791293043937;REXONA SPRAY MUJER  EXT/LARGE ACTIVE EMOTION;1655;51.82;2990;0;0;0;Si
LEVER;;165464;7791293045085;REXONA SPRAY MUJER  FOOTBALL FAN;1660;38.57;2690;0;0;2;Si
LEVER;;165496;7791293045139;REXONA SPRAY MUJER  FUTBOL FANATICA;1504;27.95;2290;0;0;0;Si
LEVER;;165543;7791293045184;REXONA SPRAY MUJER  INVINSIBLE;1555;45.37;2690;0;0;0;Si
LEVER;;165540;7791293038216;REXONA SPRAY MUJER  SPORT;1420;33.54;2290;4290;0;0;Si
LEVER;;165565;7791293049588;REXONA SPRAY MUJER ACTIVE EMOTION 250 ML;2126;37.85;3590;0;0;1;Si
LEVER;DESODORANTES CORPORALES;165367;61680;REXONA SPRAY MUJER SIN PERFUM;1336;18.88;1890;0;0;0;Si
LEVER;;165012;7804614181116;RICCIARDI EST.CLASS 55ML;4865;29.5;7300;0;0;0;Si
LEVER;;165011;7804614181093;RICCIARDI EST.ORIGIN.55ML;4865;9.21;5990;0;0;0;Si
LEVER;;165572;7791293051468;SEDAL AC. GLYCOL 4 % + VIT C 340ML;1336;25.17;1990;0;0;0;Si
LEVER;;165412;7791293034911;SEDAL ACOND 240 ML BOMBA NUTRICION;1336;18.88;1890;0;0;0;Si
LEVER;;165484;7791293042855;SEDAL ACOND 340 ML BOMBA ARGAN;1252;26.86;1890;0;0;0;Si
LEVER;;165411;7791293038315;SEDAL ACOND 340 ML BOMBA COCO;1420;17.77;1990;0;0;3;Si
LEVER;;165417;7791293031026;SEDAL ACOND 340 ML RIZOS DEFINIDOS;1252;35.51;1890;0;0;0;Si
LEVER;;165416;7791293030937;SEDAL ACOND 340 ML SOS CERAMIDAS;980;59.78;1890;0;0;0;Si
LEVER;;165515;7702006301565;SEDAL CR. PEINAR 300ML CELULAS MADES VEG.;1189;40.29;1990;0;0;4;Si
LEVER;;165571;7891150099623;SEDAL CR. PEINAR PREBIOTICOS+BIOTINA;1336;25.17;1990;0;0;4;Si
LEVER;;165521;7791293046402;SEDAL SH COLAGENO + VIT C 340 ML;1452;15.17;1990;0;0;3;Si
LEVER;;165520;7791293046372;SEDAL SH HIALURONICO VIT A 340 ML;1385;29.63;1990;0;0;7;Si
LEVER;TRATAMIENTO CAPILAR;165004;7891150040182;SEDAL.CR.PEL.RIZO OBE.300;1400;18.85;1990;0;0;0;Si
LEVER;DESODORANTES CORPORALES;165357;2618;SPEED S  SPRAY .AP.COOL 165ML;1050;91.28;2390;0;0;0;Si
LEVER 1;;85931;4005900618979; NIVEA SPRAY 150 ML INVISIBLE TOQUE DE SEDA;1656;36.75;2690;0;0;4;Si
LEVER 1;;85928;7791293046433; SEDAL AC HIALURONICO VIT A 340 ML;1388;21.44;1990;0;0;7;Si
LEVER 1;;85926;7791293051031;AXE BODY SPRAY 150 ML BZRP PURE COCONUT;2079;27.35;3190;0;0;8;Si
LEVER 1;;85912;7506306249998;AXE DES. SPRAY GREEN GERANIUM 150ML;2402;18.6;3390;0;0;9;Si
LEVER 1;;85910;7506306249974;AXE DES.SPRAY AQUA CITRUS 150ML;2045;27.29;3190;0;0;7;Si
LEVER 1;;85911;7506306249981;AXE DES.SPRAY BLUE LAVENDER 150ML;2374;19.85;3390;0;0;8;Si
LEVER 1;DESODORANTES CORPORALES;85165;7791293043821;AXE SPRAY SECO BLACK;1418;36.2;2290;0;0;11;Si
LEVER 1;;85930;7791293050607;AXE SPRAY XL DEO 230 ML MUSK;2093;40.12;3490;0;0;0;Si
LEVER 1;;85929;7791293050614;AXE XL DEO SPRAY MARINE;2116;38.6;3490;0;0;3;Si
LEVER 1;;85913;7806500799436;BABYSEC PREMIUM XG X 54;10616;10.74;13990;21790;0;3;Si
LEVER 1;;85914;7806500799467;BABYSEC PREMIUM XXG X 54;10616;26.56;15990;21790;0;5;Si
LEVER 1;;85102;4085400272000;DIESEL.COL.MEN.75ML.ZER.P;10000;37.73;16390;0;0;0;Si
LEVER 1;;85299;7891150055230;DOVE ACOND OLEO MICELAR 400M;1504;39.12;2490;0;0;3;Si
LEVER 1;BALSAMO/ACOND.CAPILAR;85161;85161;DOVE ACOND RECONTRU/COMP.400;1507;37.6;2490;0;0;3;Si
LEVER 1;;85936;7891150097131;DOVE ALL IN 1 BOND INTENSE REPAIR CR TRATAMIENTO 250GR;3941;27.72;5990;0;0;0;Si
LEVER 1;;85933;7891150097148;DOVE BOND INTENSE REPAIR AC 250 ML;2261;25.99;3390;0;0;2;Si
LEVER 1;;85932;7791293051017;DOVE BOND INTENSE REPAIR SH 400ML;2261;25.99;3390;0;0;0;Si
LEVER 1;;85908;7891150096707;DOVE CREMA TRAT.MASCAR.HIDRATACION 300GR;2092;32.16;3290;0;0;0;Si
LEVER 1;;85909;7891150096714;DOVE CREMA TRATAM.MASCARA NUTRICION 300GR;1998;25.76;2990;0;0;0;Si
LEVER 1;;85935;75081782;DOVE DEO BARRA AP 45GR ENERGU BOOST;1639;32.79;2590;0;0;0;Si
LEVER 1;DESODORANTES CORPORALES;85124;75076719;DOVE DEO BARRA HOMBRE  INVISIBLE DRY;1588;37.06;2590;0;0;0;Si
LEVER 1;DESODORANTES CORPORALES;85126;75031060;DOVE DEO BARRA HOMBRE CLEAN CONFORT;1638;32.87;2590;0;0;0;Si
LEVER 1;DESODORANTES CORPORALES;85125;75031077;DOVE DEO BARRA HOMBRE EXTRA FRESH;1630;35.44;2590;0;0;0;Si
LEVER 1;;85006;75062835;DOVE DEO BARRA MUJER ORIGINAL 45G;1540;45.56;2690;0;0;2;Si
LEVER 1;DESODORANTES CORPORALES;85137;75062828;DOVE DEO BARRA MUJER TONO UNIFORME;1579;37.84;2590;0;0;0;Si
LEVER 1;;85906;7791293048024;DOVE DEO HOMBRE SPRAY SPORT FRESH;1672;30.17;2590;0;0;3;Si
LEVER 1;DESODORANTES CORPORALES;85065;78933354;DOVE DEO ROLL-ON INVISIBLE.DRY;1420;35.52;2290;0;0;0;Si
LEVER 1;DESODORANTES CORPORALES;85053;7791293048017;DOVE DEO SPRAY HOMBRE  EXTRA.FRESH;1672;30.17;2590;0;0;3;Si
LEVER 1;;85939;85941;DOVE DEO SPRAY MEN EXTRA LARGE 250;1028;129.41;3590;0;0;0;Si
LEVER 1;;85948;85948;DOVE JABON 700ML. CUIDADO DELICADO.;1974;27.28;2990;0;0;0;Si
LEVER 1;JABONES ADULTOS;85116;85116;DOVE JBN  90GR. ORIGINAL;577;46.98;990;0;0;1;Si
LEVER 1;;85915;7891150034075;DOVE JBN 90GR.CUIDADO INDULGENTE;579;26.92;850;0;0;0;Si
LEVER 1;;85916;7891150019560;DOVE JBN KARITE;546;30.82;850;1690;0;0;Si
LEVER 1;BALSAMO/ACOND.CAPILAR;85142;7891150050488;DOVE SH.HIDRATACION 400ML;1550;35;2490;0;0;0;Si
LEVER 1;SHAMPOO CAPILAR;85209;7891150023529;DOVE SH.MEN CASPA CON.400;1504;39.12;2490;0;0;0;Si
LEVER 1;BALSAMO/ACOND.CAPILAR;85105;7891150017368;DOVE SH.NUTR-OLEO 400ML;1588;32.35;2490;0;0;0;Si
LEVER 1;SHAMPOO CAPILAR;85104;7791293005010;DOVE SH.RECONST.COMPL.400;1588;31.77;2490;0;0;0;Si
LEVER 1;DESODORANTES CORPORALES;85040;75027964;DOVE. DEO BARRA MUJER PEPINO;1672;15.09;2290;0;0;0;Si
LEVER 1;DESODORANTES CORPORALES;85056;7791293048468;DOVE.DEO SPRAY MUJER ORIGINAL 150ML;1699;47.89;2990;0;0;0;Si
LEVER 1;;85066;7804603540122;EMUGLOSS POMADA 100GR;1720;31.99;2590;0;0;0;Si
LEVER 1;;85070;7804603540894;EMULINE TOALLA DESMAQ.25U;515;61.54;990;0;0;0;Si
LEVER 1;;85202;7804603540962;EMUWIPES TOALL.BEBE X 10;240;36.55;390;0;0;0;Si
LEVER 1;BALSAMO/ACOND.CAPILAR;85118;7500435019903;H. SHOUDER. AC.MANZ.FREH.400M;1756;28.73;2690;0;0;0;Si
LEVER 1;;85925;7500435193849;HERBAL ESSENCES AC. 400ML MANDARINA;2693;33.87;4290;0;0;3;Si
LEVER 1;DESODORANTES CORPORALES;85098;7791293025223;IMPULS. VERY PINK 81ML;1588;5.31;1990;0;0;0;Si
LEVER 1;;85950;7509546665283;LADY SPEED STICK CREMA TUBO 70GR;1168;43.17;1990;0;0;3;Si
LEVER 1;;85938;7509546029153;LSS GEL 65GR FLORAL FRESH;2392;37.42;3990;6690;0;6;Si
LEVER 1;;85941;4006000062181;NIVEA JABON GLICERINA 90GR X 3;1090;50.33;1990;0;0;3;Si
LEVER 1;;85924;7805000323165;PEPSODENT CEPILLO DENTAL TRIPLE DEFENSE SOFT;412;124.36;1100;0;0;0;Si
LEVER 1;;85645;7805000311346;PEPSODENT PASTA ANTICARIES  130 GR;1020;30.99;1590;0;0;0;Si
LEVER 1;;85942;7891150101722;PEPSODENT PASTA INF. 90GR.FUTRA;1504;27.95;2290;0;0;4;Si
LEVER 1;;85005;7805000311360;PEPSODENT PASTA PACK PASTA 130G;1583;33.96;2490;0;0;0;Si
LEVER 1;;85068;7805000180881;PEPSODENT PASTA WHITNING.130GR;731;36.8;1190;0;0;0;Si
LEVER 1;DESODORANTES CORPORALES;85064;78004498;REXONA  BARRA MUJER BAMBOO;1574;41.05;2590;0;0;6;Si
LEVER 1;DESODORANTES CORPORALES;85018;75028978;REXONA BARRA HOMBRE INVISIBLE;1647;32.15;2590;0;0;5;Si
LEVER 1;DESODORANTES CORPORALES;85015;75029982;REXONA BARRA MUJER ACTIVE EMOTION;1676;42.98;2690;0;0;10;Si
LEVER 1;;85922;75053475;REXONA BARRA MUJER INVISIBLE;1672;30.17;2590;4290;0;4;Si
LEVER 1;;85900;7805000784027;REXONA BARRA MUJER POWDER DRY;1484;46.66;2590;4190;0;2;Si
LEVER 1;DESODORANTES CORPORALES;85096;79400301895;REXONA CLI.WODES.ULT.FRES;2805;37.69;4990;0;0;1;Si
LEVER 1;DESODORANTES CORPORALES;85041;79400300546;REXONA CLINICAL BARRA HOMBRE ROJO;2836;40.66;4990;0;0;6;Si
LEVER 1;DESODORANTES CORPORALES;85397;79400301161;REXONA CLINICAL BARRA MUJER LILA;3052;37.39;4990;0;0;3;Si
LEVER 1;;85901;79400476692;REXONA CLINICAL BARRA MUJER VERDE;2811;47.49;4990;6990;0;6;Si
LEVER 1;;85944;85944;REXONA DEO EXTRA LARGE COTTON DRY 250ML;2260;33.49;3590;0;0;1;Si
LEVER 1;;85907;7506306214989;REXONA DES.SP.CLINICAL CLASS WOM;2540;45.24;4390;0;0;3;Si
LEVER 1;;85943;7791293049649;REXONA DES.SPRAY EXTRA LARGUE 250 ML;2260;36.01;3590;0;0;2;Si
LEVER 1;DESODORANTES CORPORALES;85028;7791293045177;REXONA SPRAY HOMBRE INVISIBLE;1448;32.9;2290;0;0;0;Si
LEVER 1;DESODORANTES CORPORALES;85197;7791293049489;REXONA SPRAY HOMBRE V8;1647;32.28;2590;0;0;5;Si
LEVER 1;DESODORANTES CORPORALES;85196;7791293049601;REXONA SPRAY HOMBRE XTRACOOL;1655;32.29;2590;0;0;4;Si
LEVER 1;;85120;7791293041568;REXONA SPRAY MUJER  INVISIBLE;1420;43.18;2290;0;0;0;Si
LEVER 1;DESODORANTES CORPORALES;85450;7791293999470;REXONA SPRAY MUJER POWDER;1403;61.12;2690;0;0;1;Si
LEVER 1;;85032;7500435129367;SECRET DES.GEL.CLEAR  LAVENDER 45GR;1867;21.08;2690;0;0;0;Si
LEVER 1;;85031;7500435143196;SECRET DES.STK.PH BALANCE LAVENDER 45GR;1657;26.28;2490;0;0;5;Si
LEVER 1;;85946;85946;SEDAL AC. PREBIOTICOS+BIOTINA 340ML.;1420;17.77;1990;0;0;1;Si
LEVER 1;;85920;7702006301572;SEDAL AC.340ML CELULAS MADRES;1381;21.09;1990;0;0;2;Si
LEVER 1;;85921;7791293046464;SEDAL AC.340ML COLAGENO VIT C;1399;19.53;1990;0;0;3;Si
LEVER 1;;85927;7791293045962;SEDAL AC.340ML REST. INSTANTANEA;1396;19.79;1990;0;0;5;Si
LEVER 1;;85903;7791293046426;SEDAL ACOND HIALURONICO 190 ML;755;32.45;1190;0;0;0;Si
LEVER 1;;85905;7791293045894;SEDAL ACOND RIZOS DEFINIDOS 190 ML;755;32.45;1190;0;0;0;Si
LEVER 1;;85934;7791293051482;SEDAL CR PEINAR 300ML GLYCOL 6% +VITC;1201;34.64;1990;0;0;6;Si
LEVER 1;;85923;7791293049786;SEDAL CR. TRATAMIENTO PREBIOTICOS +BIOTINA  300GR;2512;26.79;3790;0;0;1;Si
LEVER 1;;85949;7791293050560;SEDAL CREMA PEINAR RIZOS DEFINIDOS;1240;44.66;1990;0;0;5;Si
LEVER 1;;85945;85945;SEDAL SERUM CAPILAR GLYCOL+VITA C 110ML.;2279;47.12;3990;0;0;0;Si
LEVER 1;;85937;7791293051437;SEDAL SH 340 ML GLYCOL 2%+VIT C;1420;17.77;1990;0;0;0;Si
LEVER 1;;85902;7791293046365;SEDAL SH HIALURONICO 190 ML;755;32.45;1190;0;0;0;Si
LEVER 1;;85904;7791293045696;SEDAL SH RIZOS DEFINIDOS  190 ML;755;32.45;1190;0;0;0;Si
LEVER 1;;85947;85947;SEDAL SH. PREBIOTICOS+BIOTINA 340ML.;1336;25.17;1990;0;0;2;Si
LEVER 1;;85919;7791293047881;SEDAL SH.340ML BOMBA COCO;1228;36.18;1990;0;0;2;Si
LEVER 1;;85918;7702006404013;SEDAL SH.340ML CELULAS MADRES;1479;16.27;1990;0;0;4;Si
LEVER 1;;85917;7791293045764;SEDAL SH.340ML REST. INSTANTANEA;1420;20.68;1990;0;0;4;Si
LEVER 1;SHAMPOO CAPILAR;85004;7791293045771;SEDAL.SH.RIZOS DEFINIDOS 340 ML;1479;13.07;1990;0;0;3;Si
LEVER 1;PERFUMERIA BEBE;85111;7804915514934;SPIDERMAN SH 300ML;1925;26.16;2890;0;0;0;Si
LOREAL;CREMA DE BELLEZA;211009;211009;AGE PERFECT CR.DIA 50ML;6990;14.09;9490;0;0;0;Si
LOREAL;CREMA DE BELLEZA;211083;211083;AGE.PERF.J.REA.DI+NO+CAJA;11185;17.88;15690;0;0;0;Si
LOREAL;;211192;211192;B.EXP.NUTRILI.P/N 400+250;3904;26.78;5890;0;0;0;Si
LOREAL;TINTURA PARA EL CABELLO;211043;211043;CASTING .100.NEG.RIC;2690;30.89;4190;0;0;0;Si
LOREAL;TINTURA PARA EL CABELLO;211033;211033;CASTING .210.NEG.AZU;2900;21.16;4190;0;0;0;Si
LOREAL;TINTURA PARA EL CABELLO;211036;211036;CASTING .500.CAS.CLA;3495;19.98;4990;0;0;0;Si
LOREAL;TINTURA PARA EL CABELLO;211038;211038;CASTING .535.CHOCOLA;3050;26.46;4590;0;0;0;Si
LOREAL;TINTURA PARA EL CABELLO;211115;211115;CASTING .700 RUBIO;3130;23.23;4590;0;0;0;Si
LOREAL;TINTURA PARA EL CABELLO;211126;211126;CASTING 200 NEGRO;3170;21.68;4590;0;0;0;Si
LOREAL;TINTURA PARA EL CABELLO;211039;211039;CASTING 300.CAS.OSC;3140;22.84;4590;0;0;0;Si
LOREAL;TINTURA PARA EL CABELLO;211040;211040;CASTING 400.CASTANO;3140;22.84;4590;0;0;0;Si
LOREAL;TINTURA PARA EL CABELLO;211034;211034;CASTING 415.MARR.GL;3020;20.67;4190;0;0;0;Si
LOREAL;TINTURA PARA EL CABELLO;211035;211035;CASTING 600.RUB.OSC;3130;23.23;4590;0;0;0;Si
LOREAL;TINTURA PARA EL CABELLO;211037;211037;CASTING 630.CARAMEL;3155;22.25;4590;0;0;0;Si
LOREAL;TINTURA PARA EL CABELLO;211041;211041;CASTING 634.MAR.MIE;3020;21.92;4190;0;0;0;Si
LOREAL;;211635;7896014184439;CASTING 810;3140;24.18;4590;0;0;0;Si
LOREAL;;211636;7899026496514;CASTING CR GLOSS 503 GOLDEN CHOCO;3155;22.25;4590;0;0;0;Si
LOREAL;;211637;7899026496507;CASTING CR GLOSS 603 CHOC MARRON;3350;25.17;4990;0;0;0;Si
LOREAL;;211638;7899706135870;CASTING CR GLOSS 610 CAFE LATTE;3130;26.01;4590;0;0;0;Si
LOREAL;TINTURA PARA EL CABELLO;211081;211081;CASTING CR.GLOSS 713 RUBI;3430;26.17;5150;0;0;0;Si
LOREAL;TINTURA PARA EL CABELLO;211042;211042;CASTING.734.MIE.AMB;2740;28.5;4190;0;0;0;Si
LOREAL;TINTURA PARA EL CABELLO;211199;211199;COR INTENSA 5.52;1475;37.42;2350;0;0;4;Si
LOREAL;;211659;3600523682850;ELVIVE  ACOND MATIZADOR VIOLETA 150 ML;2786;20.35;3990;5790;0;0;Si
LOREAL;;211707;7509552889543;ELVIVE  AMINEXIL SHAMPOO 370 ML;2980;26.61;4490;0;0;2;Si
LOREAL;;211709;7509552875409;ELVIVE  CR TTO HA PURE 300 GR;2350;42.68;3990;0;0;3;Si
LOREAL;TRATAMIENTO CAPILAR;211044;211044;ELVIVE  CR.300 ML.COLOR.VIVE;2471;36.78;3990;0;0;2;Si
LOREAL;;211680;7509552845914;ELVIVE AC. HIDRA HIALURONICO 370ML;2975;30.06;4490;0;0;4;Si
