FARMA SALUD                   ;;;;Informe Emitido por:;;;;;;;
SOC.FARMA CRUCES SALDAÑO                ;;;;  6 NICOLAS              Supervisor;;;;;;;
FARMACIA Rut:76.383.674-6;;;;Fecha 06-09-2026 Hrs. 15:41:40;;;;;;;
COLON 222                          ;;;;;;;;;;;
442888351;;;;;;;;;;;
Maestro de productos ;;;;;;;;;;;
LAB;GRUPO;CODIGO;CODBARRA;DETALLE;COSTO;MARGEN;PRECIO;PCADENA;POFERTA;STOCK;DESCUENTO
COLGATE-PALMOLIVE;;94609;7891024179437;COLGATE COLUTORIO LUMINOUS WHITE 500 ML;3299;27.11;4990;5990;0;0;Si
COLGATE-PALMOLIVE;ENJUAGUES BUCALES;94482;94482;COLGATE COLUTORIO LUMINUS.WHITE 250M;2260;46.84;3390;0;0;0;Si
COLGATE-PALMOLIVE;;94615;7891024316191;COLGATE PACK 2 CEP DENTAL 360º MEDIO;3773;22.28;5490;6590;0;2;Si
COLGATE-PALMOLIVE;;94616;7804925543825;COLGATE PACK 3X2 PASTA ULTRA BLANCO  9 GR;1215;106.8;2990;4690;0;0;Si
COLGATE-PALMOLIVE;;94622;7509546061689;COLGATE PACK CEP 2X1 SLIM SOFT BLACK;2924;43.41;4990;7290;0;1;Si
COLGATE-PALMOLIVE;;94644;7509546055152;COLGATE PACK CEP DENT LUMINOUS MEDIO 2X1;3345;25.36;4990;6590;0;4;Si
COLGATE-PALMOLIVE;;94607;7891024124628;COLGATE PASTA  PRO-ALIVIO REAL WHITE 110 GR;4193;23.12;5890;7190;0;0;Si
COLGATE-PALMOLIVE;;94608;7509546654034;COLGATE PASTA  TOTAL-ANTI SARRO 90 GR;1270;77.99;2690;3990;0;1;Si
COLGATE-PALMOLIVE;PASTA DENTALES;94030;94030;COLGATE PASTA .TOT12PRO7;1650;11.54;2190;0;0;0;Si
COLGATE-PALMOLIVE;;94100;94100;COLGATE PASTA .TOTAL-CLEAN 195 GR;2008;58.61;3790;0;0;0;Si
COLGATE-PALMOLIVE;;94150;7509546009179;COLGATE PASTA C/CALCIO  75GR;793;26.1;1190;0;0;4;Si
COLGATE-PALMOLIVE;;94617;7509546651132;COLGATE PASTA CARBON 125 ML;2620;26.69;3950;0;0;0;Si
COLGATE-PALMOLIVE;;94692;7891024135020;COLGATE PASTA D 90GR TOTAL 12 WHITE;1252;26.86;1890;1890;0;3;Si
COLGATE-PALMOLIVE;;94640;7509546653518;COLGATE PASTA D TOTAL12 ANTI-SARRO 197GR;2428;31.17;3790;0;0;1;Si
COLGATE-PALMOLIVE;;94691;94691;COLGATE PASTA DENTAL CALCIO 180GRS.;916;36.69;1490;0;0;3;Si
COLGATE-PALMOLIVE;;94693;7509546659381;COLGATE PASTA DENTAL TRIPLEX XTRA BLANCO;742;57.42;1390;0;0;5;Si
COLGATE-PALMOLIVE;;94675;7793100111891;COLGATE PASTA DENTAL ULTRA BLANCO 90 GR;669;24.35;990;0;0;0;Si
COLGATE-PALMOLIVE;;94194;94194;COLGATE PASTA KIDS 50GR;669;50.73;1200;0;0;5;Si
COLGATE-PALMOLIVE;;94580;94580;COLGATE PASTA L.WHITE 30G;650;27.99;990;0;0;0;Si
COLGATE-PALMOLIVE;;94595;7891024005064;COLGATE PASTA LUMINOUS 140 G;2058;34.34;3290;0;0;1;Si
COLGATE-PALMOLIVE;PASTA DENTALES;94039;94039;COLGATE PASTA LUMINOUS 90;1504;28.51;2300;0;0;2;Si
COLGATE-PALMOLIVE;PASTA DENTALES;94199;94199;COLGATE PASTA LUMINOUS180;1886;28.77;2890;0;0;0;Si
COLGATE-PALMOLIVE;PASTA DENTALES;94671;7891024132647;COLGATE PASTA SENS.PRO.ALIV.100;2710;17.52;3790;0;0;0;Si
COLGATE-PALMOLIVE;;94641;7509546683829;COLGATE PASTA TOTAL 12 CARBON 150 ML;2260;26.05;3390;0;0;0;Si
COLGATE-PALMOLIVE;;94642;7509546683799;COLGATE PASTA TOTAL 12 CARBON 75 ML;1252;67.13;2490;0;0;1;Si
COLGATE-PALMOLIVE;PASTA DENTALES;94018;94018;COLGATE PASTA TOTAL 12 CLEAN MINT 96G;1672;25.15;2490;0;0;0;Si
COLGATE-PALMOLIVE;;94627;7509546665603;COLGATE PASTA TOTAL 12 ENCIAS REFORZADAS  X 150 G;2260;39.44;3750;0;0;0;Si
COLGATE-PALMOLIVE;;94585;7509546007083;COLGATE PASTA TOTAL CLEAN MINT 65 GR;545;37.23;890;0;0;0;Si
COLGATE-PALMOLIVE;;94613;7509546076607;COLGATE PASTA TOTAL SALUD VISIBLE 192 GR;2008;25.13;2990;3690;0;0;Si
COLGATE-PALMOLIVE;PASTA DENTALES;94023;94023;COLGATE PASTA TOTAL180GR;2428;34.63;3890;0;0;7;Si
COLGATE-PALMOLIVE;;94056;94056;COLGATE PASTA TRI/ACCI100;831;30.45;1290;0;0;10;Si
COLGATE-PALMOLIVE;PASTA DENTALES;94583;7891024131909;COLGATE PASTA TRIPLE ACC.50GR;468;70.75;890;0;0;10;Si
COLGATE-PALMOLIVE;PASTA DENTALES;94103;7891024132005;COLGATE PASTA TRIPLE ACC.90GR;758;31.93;1190;0;0;6;Si
COLGATE-PALMOLIVE;;94684;7509546680224;COLGATE PLAX ENJ 1 LITRO ODOR CONTROL;4411;29.49;6790;0;0;0;Si
COLGATE-PALMOLIVE;SEDA/PALILLOS DENTALES;94047;94047;COLGATE SEDA DENT.50 2X1;2852;45.5;4990;0;0;3;Si
COLGATE-PALMOLIVE;PASTA DENTALES;94584;7509546010366;COLGATE.BOB.ESPONJA;1084;23.26;1590;0;0;0;Si
COLGATE-PALMOLIVE;CEPILLOS DENTALES;94014;94014;COLGATE.CEP.TWIS.2X1.S;1377;59.79;2690;0;0;8;Si
COLGATE-PALMOLIVE;;94046;94046;COLGATE.PASTA MINION  100 GR;2512;26.79;3790;0;0;1;Si
COLGATE-PALMOLIVE;PASTA DENTALES;94013;94013;COLGATE.SENS.P.ALIVIO;2350;28.37;3590;0;0;0;Si
COLGATE-PALMOLIVE;PASTA DENTALES;94031;94031;COLGATE.SENS.PRO.ALIV;2190;26.24;3290;0;0;0;Si
COLGATE-PALMOLIVE;CEPILLOS DENTALES;94071;94071;DENTO CEP PACK 2x1 6ANOS;2450;19.41;3450;0;0;0;Si
COLGATE-PALMOLIVE;CEPILLOS DENTALES;94035;94035;DENTO CEP.PLUS D 2X1;1420;49.71;2490;0;0;9;Si
COLGATE-PALMOLIVE;CEPILLOS DENTALES;94646;7804925543290;DENTO CEP.PLUS M 2X1;1367;40.26;2290;0;0;8;Si
COLGATE-PALMOLIVE;CEPILLOS DENTALES;94032;94032;DENTO CEP.PLUS S 2X1;1344;48.66;2390;0;0;5;Si
COLGATE-PALMOLIVE;;94647;7891528039350;DENTO PASTA JUNIOR 50G;595;39.68;990;0;0;0;Si
COLGATE-PALMOLIVE;CEPILLOS DENTALES;94050;94050;DENTO.CEP.NINO.3+.2X1;2354;8.5;2990;0;0;0;Si
COLGATE-PALMOLIVE;CEPILLOS DENTALES;94652;9556029227689;FLEX CEP.FLEXOFANT;1504;22.36;2190;0;0;0;Si
COLGATE-PALMOLIVE;;94683;7702425800717;HUGGIES TOA HUM X 80 UNID;1639;68.68;3290;3190;0;0;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94653;7509546029146;L.ADY SPEED.DEO.DOB.STK.AP.FLORAL4;1806;25.17;2690;0;0;0;Si
COLGATE-PALMOLIVE;;94624;7509546060460;LADY SPEED  BARRA POWDER FRESH;1594;40.19;2690;4690;0;3;Si
COLGATE-PALMOLIVE;;94589;7509546071534;LADY SPEED  SPRAY DERMA NUTRE;1751;29.1;2690;0;0;2;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94037;94037;LADY SPEED .GEL ACTIVE  FRESH;2680;56.47;4990;0;0;3;Si
COLGATE-PALMOLIVE;;94598;7509546060613;LADY SPEED BARRA  DERMA ACLARADO;1672;35.2;2690;0;0;3;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94370;7509546004488;LADY SPEED BARRA .INV.ORCHA.45;1695;33.36;2690;0;0;0;Si
COLGATE-PALMOLIVE;;94681;7509546688596;LADY SPEED BARRA CARBON ABSORB;1796;25.86;2690;0;0;6;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94055;94055;LADY SPEED BARRA CLINICAL;2512;33.48;3990;0;0;0;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94160;94160;LADY SPEED BARRA DERMA RENUEVA;1672;35.2;2690;0;0;0;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94212;7501035908925;LADY SPEED BARRA INVISBLE FLORAL;1672;35.2;2690;0;0;6;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94102;94102;LADY SPEED BARRA PH ACTIVE;950;137.95;2690;0;0;0;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94105;94105;LADY SPEED BARRA PRO5;1672;35.2;2690;0;0;1;Si
COLGATE-PALMOLIVE;;94690;94690;LADY SPEED BARRA SHOWER FRESH.;1554;45.46;2690;0;0;0;Si
COLGATE-PALMOLIVE;;94605;22200962902;LADY SPEED BARRA SPRING BLOSSOM;1252;80.55;2690;0;0;0;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94371;7509546004471;LADY SPEED BARRA WILD FRESIA;1555;41.72;2690;0;0;6;Si
COLGATE-PALMOLIVE;;94676;7509546688220;LADY SPEED S. SPRAY CARBON ABSORB 150 ML;1792;20.95;2690;0;0;4;Si
COLGATE-PALMOLIVE;;94066;94066;LADY SPEED SPRAY  ACTIVE FRESH;1647;37.25;2690;0;0;0;Si
COLGATE-PALMOLIVE;;94590;7509546067919;LADY SPEED SPRAY  DERMA +ACLARADO;1766;28;2690;0;0;3;Si
COLGATE-PALMOLIVE;;94591;7509546063843;LADY SPEED SPRAY  POWDER FRESH;1756;43.09;2990;0;0;0;Si
COLGATE-PALMOLIVE;;94069;94069;LADY SPEED SPRAY  PRO 5N1;1682;32.44;2690;0;0;5;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94003;7509546028897;LADY SPEED SPRAY .DOBLE DEFENSE;1000;126.05;2690;0;0;0;Si
COLGATE-PALMOLIVE;;94689;94689;LADY SPEED SPRAY COOL AQUA 150ML.;1756;28.73;2690;4690;0;5;Si
COLGATE-PALMOLIVE;FRAGANCIA MASCULINA;94129;94129;LADY SPEED SPRAY COOL/GRE;1000;126.05;2690;0;0;0;Si
COLGATE-PALMOLIVE;;94200;94200;LADY SPEED. SPRAY  INVISIBLE FLORAL;1672;35.2;2690;0;0;0;Si
COLGATE-PALMOLIVE;;94154;94154;LADY SPEED.BARRA .POWDER.FRES;1252;80.55;2690;0;0;0;Si
COLGATE-PALMOLIVE;;94067;94067;LADY SPEED.SPRAY DERMO RENUEVA;1756;28.73;2690;0;0;3;Si
COLGATE-PALMOLIVE;;94603;7509546651057;LUMINOUS PASTA D 90 GR CARBON ACTIVADO;1504;69.72;3490;0;0;6;Si
COLGATE-PALMOLIVE;;94685;7500435127370;ORAL-B PASTA MINNIE 50 GR;705;31.12;1100;1790;0;0;Si
COLGATE-PALMOLIVE;;94593;7891024177655;PALMOLIVE ALOE & OLIVA 125 GR;655;32.05;990;0;0;0;Si
COLGATE-PALMOLIVE;;94587;7891024028629;PALMOLIVE JBN 125.GR GANADA;655;15.47;900;0;0;0;Si
COLGATE-PALMOLIVE;;94604;7891024037256;PALMOLIVE JBN 85 G X3;747;33.87;1190;0;0;0;Si
COLGATE-PALMOLIVE;;94600;7891024034880;PALMOLIVE JBN 85 GR EXFOLIACION DELICADA;249;65.37;490;0;0;0;Si
COLGATE-PALMOLIVE;;94586;7891024028636;PALMOLIVE JBN.125GR COCO Y ALGODON;655;33.32;990;0;0;0;Si
COLGATE-PALMOLIVE;;94637;7891024028841;PLAX CLEAN MINT ENJUAGUE 1 LITRO;4613;45.55;7990;12490;0;0;Si
COLGATE-PALMOLIVE;;94638;7891024028018;PLAX CLEAN MINT ENJUAGUE 500 ML;4109;26.59;6190;10190;0;0;Si
COLGATE-PALMOLIVE;;94601;7891024039625;PLAX ENJ 180 ML ICE INFINITY;729;45.04;1290;0;0;4;Si
COLGATE-PALMOLIVE;;94635;7891024136980;PLAX FRESH MINT ENJUAGUE 1 LITRO;4728;42.01;7990;11590;0;0;Si
COLGATE-PALMOLIVE;;94634;7891024136119;PLAX ICE EINJUAGUE 1 LITRO;4603;44.04;7890;0;0;1;Si
COLGATE-PALMOLIVE;;94636;7891024027370;PLAX ICE INFINITY ENJUAGUE 1 LITRO;4694;43.04;7990;0;0;0;Si
COLGATE-PALMOLIVE;ENJUAGUES BUCALES;94059;94059;PLAX SOL.ICE INFINI.500ML;4109;26.59;6190;0;0;0;Si
COLGATE-PALMOLIVE;ENJUAGUES BUCALES;94062;94062;PLAX SOL.ICE INFINIT.250M;1588;26.47;2390;0;0;0;Si
COLGATE-PALMOLIVE;ENJUAGUES BUCALES;94245;94245;PLAX SOL.KIDS 250ML;3185;65.96;6290;0;0;4;Si
COLGATE-PALMOLIVE;;94639;7891024027998;PLAX TOTAL 12 ANTISARRO 500 ML;4109;26.59;6190;0;0;0;Si
COLGATE-PALMOLIVE;;94602;7891024136409;PLAX UNJ 250 ML FRESH MINT;1890;10.71;2490;0;0;0;Si
COLGATE-PALMOLIVE;JABONES ADULTOS;94044;94044;PROTEX JB 125GR ALOE;656;52.44;1190;0;0;-1;Si
COLGATE-PALMOLIVE;;94122;94122;PROTEX JBN 125GR.OMEGA 3;643;55.52;1190;0;0;1;Si
COLGATE-PALMOLIVE;;94674;7891024034910;PROTEX JBN AVENA 85 GR;361;37.34;590;0;0;0;Si
COLGATE-PALMOLIVE;JABONES ADULTOS;94028;94028;PROTEX.JABN.125GR.AVENA;630;58.73;1190;0;0;0;Si
COLGATE-PALMOLIVE;;94063;94063;SPEED  GEL  EXTREME;2932;33.56;4660;0;0;0;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94041;94041;SPEED S BARRA  ACTIVE X 5;1672;35.2;2690;0;0;5;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94654;7509546009063;SPEED S BARRA  FRESH RUSH;1000;126.05;2690;0;0;0;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94658;7509546052564;SPEED S BARRA  X5;1000;126.05;2690;0;0;0;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94253;7501035907508;SPEED S BARRA .FRESH;1672;35.2;2690;0;0;5;Si
COLGATE-PALMOLIVE;;94682;827854010746;SPEED S BARRA CARBON ABSORB;1724;29.17;2690;0;0;4;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94042;94042;SPEED S BARRA NATURALS/PROT;1000;126.05;2690;0;0;0;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94649;7509546046822;SPEED S BARRA STAING.;1827;23.73;2690;0;0;4;Si
COLGATE-PALMOLIVE;;94679;827854002697;SPEED S BARRA ZERO ALOE;1588;42.35;2690;0;0;0;Si
COLGATE-PALMOLIVE;;94611;7509546652030;SPEED S DEO BARRA 76G ZERO;1420;59.19;2690;0;0;0;Si
COLGATE-PALMOLIVE;;94688;94688;SPEED S DEO CLINICAL COMPLETE 55G;2512;33.48;3990;0;0;10;Si
COLGATE-PALMOLIVE;;94686;94688;SPEED S DEO CLINICAL CVIOMPLETE 55G;2512;33.48;3990;0;0;0;Si
COLGATE-PALMOLIVE;;94648;7509546045320;SPEED S GEL  EXTREME;2932;35.69;4660;0;0;0;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94657;7509546052816;SPEED S GEL X5;2932;34.42;4690;0;0;2;Si
COLGATE-PALMOLIVE;FRAGANCIA MASCULINA;94109;94109;SPEED S SPRAY  ADN;1447;56.22;2690;0;0;0;Si
COLGATE-PALMOLIVE;;94673;7509546688206;SPEED S SPRAY  HOMBRE CARBON  ABSORB;1756;33.11;2790;0;0;9;Si
COLGATE-PALMOLIVE;;94677;7509546678115;SPEED S SPRAY ZERO ALOE;1588;42.35;2690;0;0;0;Si
COLGATE-PALMOLIVE;;94052;94052;SPEED S. BARRA  XTRME INT.50;1084;108.53;2690;0;0;0;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94007;94007;SPEED S. BARRA .ADN 50GR;1806;27.4;2690;0;0;0;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94168;7501035907577;SPEED S. BARRA CLASSICO.50;1603;41.02;2690;0;0;3;Si
COLGATE-PALMOLIVE;;94687;7509546671055;SPEED S. DEO CLINICAL COMPLETE 55GR ANTIBAC;2512;33.48;3990;0;0;-1;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94009;94009;SPEED S.GEL ADN 85GR;2590;52.17;4690;0;0;0;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94010;94010;SPEED S.GEL STRESS/DEFENS;3017;22.28;4390;0;0;0;Si
COLGATE-PALMOLIVE;;94054;94054;SPEED S.SPRAY .EXTREME T 165M;1252;80.55;2690;0;0;0;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94656;7509546048253;SPEED STICK SP;1000;126.05;2690;0;0;0;Si
COLGATE-PALMOLIVE;DESODORANTES CORPORALES;94143;7501035907591;SPEED.S BARRA HIPOALERGENICO;1671;39.23;2690;0;0;2;Si
COLGATE-PALMOLIVE;FRAGANCIA MASCULINA;94073;94073;SPEED.S SPRAY  WATERPROOF;1710;37.11;2790;0;0;3;Si
COLGATE-PALMOLIVE;;94173;94173;SPEED.S SPRAY  XTREME ULTRA;1756;27.35;2690;0;0;5;Si
COLGATE-PALMOLIVE;;94070;94070;SPEED.S SPRAY X5;1763;32.99;2790;0;0;3;Si
CONTROLADOS;TRANQUILIZANTES;231001;7800007368386;ALPRAZOLAM 0.5 MG X 30 CO;528;105.31;1290;0;0;0;Si
CONTROLADOS;TRANQUILIZANTES;231009;7800008000049;BETIS 10 MG X 30 COMP;4557;139.54;12990;0;0;1;Si
CONTROLADOS;;231010;7800008000032;BETIS 5 MG X 30 COMP;2402;109.82;5990;10490;0;3;Si
CONTROLADOS;TRANQUILIZANTES;231002;7800007702463;CLONAZEPAM 0.5MG. 30COMP;909;83.97;1990;0;0;3;Si
CONTROLADOS;TRANQUILIZANTES;231003;7800007702548;CLONAZEPAM.2.0.MG;1290;70.14;2690;0;0;8;Si
CONTROLADOS;;231023;7800028003563;COMPULXINE 37.5 MG X 30 COMP;7990;27.82;12120;23040;0;0;Si
CONTROLADOS;TRANQUILIZANTES;231029;199012;DIAZEPAM COMP.10MG.X20;675;73.05;1390;0;0;3;Si
CONTROLADOS;;231026;8714651004165;DUROMINE 30 MG X 30 CAPSULAS;17790;22.77;25990;0;0;0;Si
CONTROLADOS;ANTIOBESIDAD;231020;7800026254790;ELVENIR. 37.5 MG X 30;18575;18.48;25990;0;0;24;Si
CONTROLADOS;;231018;7800038000286;FENTEX 18.75 MG X 30 CAP;1690;247.57;6990;0;0;0;Si
CONTROLADOS;;231019;7800038050502;FENTEX 37.5 MG X 30 CAPSULAS;5922;63.51;10990;0;0;0;Si
CONTROLADOS;TRANQUILIZANTES;231004;7800007121653;LORAZEPAM.2MG.X30 COMP;1235;36.51;1990;0;0;4;Si
CONTROLADOS;;231035;7800007803146;MINFEL 18 MG X 30 COMP. REC;25510;27.15;38600;47940;0;0;Si
CONTROLADOS;;231025;7800060136090;NEUROVAL CD 10 MG X 30 COMP;8480;49.27;14990;20490;0;0;Si
CONTROLADOS;;231031;7800060135956;NEUROVAL CD 5 MG X 30 COMP;4520;36.53;7200;9990;0;0;Si
CONTROLADOS;;231014;7800028601370;NEURYL 0.5 MG X 30 COMP;4982;26.34;7490;0;0;0;Si
CONTROLADOS;TRANQUILIZANTES;231015;7800028002887;NEURYL 2 MG;8960;26.52;13490;0;0;0;Si
CONTROLADOS;;231030;7800055001112;NORSPAN 5MCG/HORA X 2 PARCHES;17990;26.07;26990;31890;0;0;Si
CONTROLADOS;;231034;7800055001105;NORSPAN PARCHE 10MCG/H 2;28535;17.65;39950;50590;0;0;Si
CONTROLADOS;ANTIOBESIDAD;231021;7800060137813;OBEXOL 18.75X 30 CAPS;5410;39.64;8990;0;0;0;Si
CONTROLADOS;ANTIOBESIDAD;231022;7800060140608;OBEXOL 37.5 MG X 30 CAPS;10422;36.99;16990;0;0;0;Si
CONTROLADOS;;231027;7800026247426;PLANIDEN ODT 10 MG X 30 COMP;10760;23.48;12990;18390;0;0;Si
CONTROLADOS;;231028;7800026247419;PLANIDEN ODT 5 MG X 30 CPMRIMIDOS;5765;24.64;8690;10090;0;0;Si
CONTROLADOS;;231005;7896226506050;RAVOTRIL 0.5 MG X 30 COMP;4724;26.3;7100;0;0;0;Si
CONTROLADOS;TRANQUILIZANTES;231006;7896226506043;RAVOTRIL 2.0 MG;9610;29.86;14990;0;0;0;Si
CONTROLADOS;TRANQUILIZANTES;231007;7800020065910;RIZE 10 MG X 30;14990;22.41;21500;0;0;0;Si
CONTROLADOS;TRANQUILIZANTES;231008;7800020065811;RIZE COM.5MG.30;8400;30.73;12990;0;0;0;Si
CONTROLADOS;;231032;7808769200340;RUBIFEN COM.10MG.30;17390;17.67;24350;30400;0;0;Si
CONTROLADOS;;231033;7808769200357;RUBIFEN SR 20MG X 30 COMP;18460;26.05;27690;47890;0;0;Si
CONTROLADOS;ANTIOBESIDAD;231016;7800007791894;SENTIS CAP.18.75MG 30 COMP;8407;27.84;12790;0;0;0;Si
CONTROLADOS;ANTIOBESIDAD;231017;7800007791979;SENTIS CAP.37.5MG.30 COMP;14878;18.56;20990;0;0;8;Si
CONTROLADOS;;231012;7800060413511;SOMNO 10 MG X 30 COMP;18949;40.55;27990;0;0;2;Si
CONTROLADOS;;231013;7800060415133;SOMNO XR 12.5 MG X 30 COMP;20002;26;29990;37490;0;0;Si
CONTROLADOS;;231024;7800007803023;ZUBAM ODT 10 MG X 30 COMP DISP;8434;19.46;11990;0;0;1;Si
CONTROLADOS;;231011;7800007803030;ZUBAM ODT 5 MG X 30 COMP. DISPERSABLE;3237;82.04;6990;0;0;0;Si
CONVATEC;;43001;768455100019;STOMAHESIVE PASTA 56.7 GR;11000;14.51;14990;9890;0;0;Si
CONVATEC;;43003;768455108268;STOMAHESIVE POLVO 28.3 G;12605;14;17100;11800;0;0;Si
COSMETICA NACIONAL;;79004;79004;ACEITE ROSA MOSQUETA 15ML;2500;41.12;4290;0;0;2;Si
COSMETICA NACIONAL;FRAGANCIA MASCULINA;79935;8411061401705;AGUA BRAVA COL.SPRA 100ML;11943;14.34;16250;0;0;1;Si
COSMETICA NACIONAL;;79951;7804915525480;AVENGERS EST JABON CAP AMERICA+ SH IRONMAN+ GUANTE;6835;20.36;9790;0;0;0;Si
COSMETICA NACIONAL;;79995;7804915010108;AVENGERS EST SH CAP.AMERICA +COL.IRONMAN;3344;30.42;5190;0;0;0;Si
COSMETICA NACIONAL;MAMADERA BEBE;79299;79299;AVENT MAMAD.CLAS.+NINO+CH;6620;26.81;9990;0;0;0;Si
COSMETICA NACIONAL;PERFUMERIA BEBE;79042;79042;BARB.EST.CHERY+BAN.BURBUJ;2345;25.06;3490;0;0;0;Si
COSMETICA NACIONAL;PERFUMERIA BEBE;79015;79015;BARBIE.COL.60ML.CHERY.POP;996;42.59;1690;0;0;0;Si
COSMETICA NACIONAL;PERFUMERIA BEBE;79014;79014;BARBIE.COL.60ML.SUG.PINK;1420;29.6;2190;0;0;0;Si
COSMETICA NACIONAL;ACCESORIO PODOLOGIA;79941;7804902016281;BROOKS TALCO 120GR;1457;113.85;3690;0;0;3;Si
COSMETICA NACIONAL;;79003;79003;CEPILLO PELO SURTIDO;2400;25.7;3590;0;0;0;Si
COSMETICA NACIONAL;;79967;7800023226103;DEVELLOL CR.DEP.80 ML;1235;137.47;3490;0;0;0;Si
COSMETICA NACIONAL;;79983;7296145482945;DIESEL MEN EST.30ML +75ML+DES.BR PLUS PLUS;12521;26.11;18790;0;0;0;Si
COSMETICA NACIONAL;;79982;4085400191509;DIESEL MUJER EDT.75ML PLUS PLUS;10000;25.97;14990;0;0;1;Si
COSMETICA NACIONAL;;79955;7804915518307;DISNEY EST ESMALTE + BRILLO LABIOS ELENA DE AVALOR;2849;32.44;4490;0;0;0;Si
COSMETICA NACIONAL;FRAGANCIA MASCULINA;79924;7981;FLANO COL 80 ML;4025;25.06;5990;0;0;0;Si
COSMETICA NACIONAL;FRAGANCIA MASCULINA;79063;79063;FLANO EST MEN LOC120 DES;6185;22.14;8990;0;0;0;Si
COSMETICA NACIONAL;FRAGANCIA MASCULINA;79180;79180;FLANO LOC.MEN 200ML;6050;24.87;8990;0;0;0;Si
COSMETICA NACIONAL;FRAGANCIA MASCULINA;79080;79080;FLANO LOCION HOM.120ML;5168;26.67;7790;0;0;0;Si
COSMETICA NACIONAL;FRAGANCIA MASCULINA;79051;79051;FLANO LOCION HOM.50ML;2285;28.35;3490;0;0;1;Si
COSMETICA NACIONAL;FRAGANCIA MASCULINA;79030;79030;GOZ.FLAN.COL+DES+JBN;7733;30.29;11990;0;0;0;Si
COSMETICA NACIONAL;FRAGANCIA MASCULINA;79029;79029;GOZ.FLAN.EST.DES+ESP.AFEI;4832;21.56;6990;0;0;0;Si
COSMETICA NACIONAL;FRAGANCIA MASCULINA;79027;79027;GOZ.FLAN.EST.LOC50ML+DES;3596;23.62;5290;0;0;0;Si
COSMETICA NACIONAL;FRAGANCIA MASCULINA;79028;79028;GOZ.FLAN.LC50ML+JBN83GR;3531;25.9;5290;0;0;0;Si
COSMETICA NACIONAL;FRAGANCIA MASCULINA;79031;79031;GOZ.FLAN.LOC50+JBN83GR;2848;17.73;3990;0;0;0;Si
COSMETICA NACIONAL;FRAGANCIA MASCULINA;79032;79032;GOZ.FLAN.LOC50ML+DES.BR;1570;193.85;5490;0;0;0;Si
COSMETICA NACIONAL;FRAGANCIA MASCULINA;79025;79025;GOZO.FLANO.EST.COL.50ML;1840;73.09;3790;0;0;0;Si
COSMETICA NACIONAL;;79060;79060;HISOPO.BEAUTY.AFEITAR;1672;26.74;2490;0;0;0;Si
COSMETICA NACIONAL;;79993;663350081145;IRON MAN EDT 100ML;5876;28.57;8990;0;0;0;Si
COSMETICA NACIONAL;;79968;7804907879997;ITZY PARTY 250 ML;2029;23.83;2990;0;0;0;Si
COSMETICA NACIONAL;FRAGANCIA FEMENINAS;79035;79035;JEAN.NATE.COL60ML+CR75ML;2092;28.14;3190;0;0;0;Si
COSMETICA NACIONAL;;79928;2012;JPIERRE+PINO.FRESH.50ML;3689;13.67;4990;0;0;0;Si
COSMETICA NACIONAL;;79205;79205;KESLING REP.ARGAN 30ML;2344;28.7;3590;0;0;0;Si
COSMETICA NACIONAL;;79019;7804614180638;KESLING REP.PUNTAS 30ML;2344;27.27;3550;0;0;0;Si
COSMETICA NACIONAL;;79106;79106;KESLING. KERATINA.30 ML;2344;28.7;3590;0;0;0;Si
COSMETICA NACIONAL;;79970;7804603539942;KRISS QUITA ESMALTE 110ML SURTIDO;664;39.21;1100;0;0;9;Si
COSMETICA NACIONAL;;79022;79022;LADY.MARINA.LOCION.50ML;2429;27.66;3690;0;0;0;Si
COSMETICA NACIONAL;FRAGANCIA MASCULINA;79069;79069;LAPIDUS COL.MEN 30ML;7143;17.53;9990;0;0;0;Si
COSMETICA NACIONAL;;79005;79005;LIMA CATON X 1 UNIDAD TRIM;115;15.39;150;0;0;0;Si
COSMETICA NACIONAL;;79021;79021;LOLITA.CARTERA;2092;16.09;2890;0;0;0;Si
COSMETICA NACIONAL;;79985;3610400000387;LOMANI MEN EDT 100ML;5210;26.61;7850;0;0;0;Si
